as.character(comp),Name,Protein_Classification,
Compound_1728,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC(NC(C2=CC=CC=C2C)=O)=CC=C1)C3=C(OC)C=CC=C3
Compound_1730,DNA polymerase kappa,Transferases,O=C1C2=C(C(O)=C([C@](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](N)C3)([H])C[C@@](C(CO)=O)(O)C4)C4=C2O)C(C5=C1C=CC=C5OC)=O.Cl
Compound_1757,Tubulin beta-4 chain,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin alpha-3 chain,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin beta-2 chain,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1757,Tubulin,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC(OC)=C(OC)C(OC)=C2O
Compound_1776,Histamine H1 receptor,GPCR,OC(C1=CC=CC=C1)(C2CCN(CCCC(O)C3=CC=C(F)C=C3)CC2)C4=CC=CC=C4
Compound_1782,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC=C1
Compound_1782,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=CC=C2)SC=C1
Compound_1783,Cytochrome P450 3A4,Oxidoreductases,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1783,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1783,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1783,Dual specificity protein kinase CLK4,Kinase,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1783,Cytochrome P450 3A4,Oxidoreductases,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1783,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1783,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC=C3C(OCO3)=C2)=NC=CC(NCC4=CC=CN=C4)=N1
Compound_1798,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2
Compound_1798,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2
Compound_1798,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2
Compound_1798,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2
Compound_1798,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2
Compound_1831,DNA damage-inducible transcript 3 protein,Other,O=S(C1=CC=C(NC(C2=CC=C([N+]([O-])=O)O2)=O)C=C1)(N3CCC(O)CC3)=O
Compound_1831,DNA damage-inducible transcript 3 protein,Other,O=S(C1=CC=C(NC(C2=CC=C([N+]([O-])=O)O2)=O)C=C1)(N3CCC(O)CC3)=O
Compound_1832,Cytochrome P450 2D6,Oxidoreductases,[H]C(C=C1)=CC=C1CNC2=NC(C3=CC=C(N(C)C)C=C3)=NC=C2
Compound_1832,Cytochrome P450 3A4,Oxidoreductases,[H]C(C=C1)=CC=C1CNC2=NC(C3=CC=C(N(C)C)C=C3)=NC=C2
Compound_1832,Cytochrome P450 1A2,Oxidoreductases,[H]C(C=C1)=CC=C1CNC2=NC(C3=CC=C(N(C)C)C=C3)=NC=C2
Compound_1832,Cytochrome P450 3A4,Oxidoreductases,[H]C(C=C1)=CC=C1CNC2=NC(C3=CC=C(N(C)C)C=C3)=NC=C2
Compound_1832,Cytochrome P450 1A2,Oxidoreductases,[H]C(C=C1)=CC=C1CNC2=NC(C3=CC=C(N(C)C)C=C3)=NC=C2
Compound_1863,Kappa opioid receptor,GPCR,O=S(C1=CC=C(OC)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)CC4=CC=CC=C4)=O)C=C2)=O
Compound_1867,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,O=C(N(CCCC)C(N1)=O)C2=C1C=C(C(NCCCN3CCC(C)CC3)=O)C=C2
Compound_1878,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C1C(NC2=CC=C(Cl)C=C2)=C(N3CCCCC3)C(C4=C1C=CC=C4)=O
Compound_1899,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(F)C=C3
Compound_1899,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CC=C(F)C=C3
Compound_1909,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=C(C)C=CC=C2)SC3=CC(F)=CC=C31
Compound_1909,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=C(C)C=CC=C2)SC3=CC(F)=CC=C31
Compound_1909,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=C(C)C=CC=C2)SC3=CC(F)=CC=C31
Compound_1950,Histamine H1 receptor,GPCR,OC(C1=CC=CC=C1)(C2CCN(CCCC(C3=CC=C(C(C)(C)C)C=C3)=O)CC2)C4=CC=CC=C4
Compound_1950,Cytochrome P450 2J2,Oxidoreductases,OC(C1=CC=CC=C1)(C2CCN(CCCC(C3=CC=C(C(C)(C)C)C=C3)=O)CC2)C4=CC=CC=C4
Compound_1959,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC=C(OCO3)C3=C2)=NC=NC(NCC4=CC=CN=C4)=C1
Compound_1959,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC=C(OCO3)C3=C2)=NC=NC(NCC4=CC=CN=C4)=C1
Compound_1959,Cytochrome P450 3A4,Oxidoreductases,C1(C2=CC=C(OCO3)C3=C2)=NC=NC(NCC4=CC=CN=C4)=C1
Compound_1959,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,C1(C2=CC=C(OCO3)C3=C2)=NC=NC(NCC4=CC=CN=C4)=C1
Compound_1959,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC=C(OCO3)C3=C2)=NC=NC(NCC4=CC=CN=C4)=C1
Compound_1980,Dual specificity protein kinase CLK4,Kinase,ClC1=CC(Cl)=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2)=C1
Compound_1980,Dual specificity protein kinase CLK4,Kinase,ClC1=CC(Cl)=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2)=C1
Compound_1981,P-glycoprotein 1,Transporter,CC(N(CC1)CCN1C2=CC(C3=CC=CC=C3)=NC4=CC(C5=CC=CC=C5)=NN24)=O
Compound_1998,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC)C=CC=C3OC
Compound_1998,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC)C=CC=C3OC
Compound_1998,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC)C=CC=C3OC
Compound_1998,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC)C=CC=C3OC
Compound_2018,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC(C#N)=C3
Compound_2058,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_2058,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_2058,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_2096,DNA damage-inducible transcript 3 protein,Other,O=S(N1CCC(C)(C)CC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_2096,DNA damage-inducible transcript 3 protein,Other,O=S(N1CCC(C)(C)CC1)(C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2)=O
Compound_2097,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=C(C(C)(C)C)C=C3)=O)=C2
Compound_2097,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=C(C(C)(C)C)C=C3)=O)=C2
Compound_2097,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=C(C(C)(C)C)C=C3)=O)=C2
Compound_2097,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=C(C(C)(C)C)C=C3)=O)=C2
Compound_2105,Dihydroorotate dehydrogenase,Oxidoreductases,O=C(NC1=CC=CC=C1C(O)=O)C2=CC=C(OC)C=C2
Compound_2144,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC(F)=C2)=O)=C1)C3=CC(C)=CC=C3
Compound_2144,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC(F)=C2)=O)=C1)C3=CC(C)=CC=C3
Compound_2144,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC(F)=C2)=O)=C1)C3=CC(C)=CC=C3
Compound_2144,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC(F)=C2)=O)=C1)C3=CC(C)=CC=C3
Compound_2149,P-glycoprotein 1,Transporter,O=C(C1=CC=CC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC=C6)=NN53
Compound_2149,P-glycoprotein 1,Transporter,O=C(C1=CC=CC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC=C6)=NN53
Compound_2152,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(C)C=CC=C3
Compound_2152,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(C)C=CC=C3
Compound_2152,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(C)C=CC=C3
Compound_2152,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(C)C=CC=C3
Compound_2152,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(C)C=CC=C3
Compound_2164,P-glycoprotein 1,Transporter,O=C(N1CCN(C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=C(C=C5)OC)=NN24)CC1)C6=COC=C6
Compound_2164,P-glycoprotein 1,Transporter,O=C(N1CCN(C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=C(C=C5)OC)=NN24)CC1)C6=COC=C6
Compound_2164,P-glycoprotein 1,Transporter,O=C(N1CCN(C2=CC(C3=CC=CO3)=NC4=CC(C5=CC=C(C=C5)OC)=NN24)CC1)C6=COC=C6
Compound_2171,P-glycoprotein 1,Transporter,COC1=CC(C2=NN3C(N4CCN(C(C5=COC=C5)=O)CC4)=CC(C6=CC(OC)=CC=C6)=NC3=C2)=CC=C1
Compound_2171,P-glycoprotein 1,Transporter,COC1=CC(C2=NN3C(N4CCN(C(C5=COC=C5)=O)CC4)=CC(C6=CC(OC)=CC=C6)=NC3=C2)=CC=C1
Compound_2171,P-glycoprotein 1,Transporter,COC1=CC(C2=NN3C(N4CCN(C(C5=COC=C5)=O)CC4)=CC(C6=CC(OC)=CC=C6)=NC3=C2)=CC=C1
Compound_2178,Nuclear factor NF-kappa-B p100/p49 subunits,Other,COC1=CC=C(N=C(NC(C2=CC=C(F)C=C2)=O)S3)C3=C1
Compound_2202,Kappa opioid receptor,GPCR,O=S(C1=CC=C(Br)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)CC4=CC=CC=C4)=O)C=C2)=O
Compound_2210,Apoptotic protease-activating factor 1,Other,O=C1C(NC2=CC=C(Br)C=C2)=C(N3CCCC3)C(C4=C1C=CC=C4)=O
Compound_2227,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2227,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2227,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2227,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(C)=CC=C1)NC2=CC=CC(NC(C3=CC=CC(C)=C3)=O)=C2
Compound_2240,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C1C2=CC=CC=C2SN1CC(NC3=CC=CC=C3Cl)=O
Compound_2241,Dual specificity protein kinase CLK4,Kinase,FC(C(Br)=C1)=CC=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2
Compound_2248,Cytochrome P450 1A2,Oxidoreductases,COC(C=C1)=CC=C1CNC2=NC(C3=CC=CN=C3)=NC=C2
Compound_2272,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C(C(N1CCCCC1)=C2NS(C3=CC=C(Br)C=C3)(=O)=O)C(C=CC=C4)=C4C2=O
Compound_2307,Histone chaperone ASF1A,Other,O=C(N/N=C/C1=CC=NC=C1)C2=CC=C(NC(C3=CC=CC=C3)=O)C=C2
Compound_2313,Dual specificity protein kinase CLK4,Kinase,FC(C(Cl)=C1)=CC=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2
Compound_2321,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=C(C(F)(F)F)C=C3)=O)=C2
Compound_2321,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=C(C(F)(F)F)C=C3)=O)=C2
Compound_2321,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=C(C(F)(F)F)C=C3)=O)=C2
Compound_2321,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=C(C(F)(F)F)C=C3)=O)=C2
Compound_2321,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC=C(C(F)(F)F)C=C3)=O)=C2
Compound_2325,Dual specificty protein kinase CLK1,Kinase,BrC1=C(Br)C=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2)=C1
Compound_2325,Dual specificty protein kinase CLK1,Kinase,BrC1=C(Br)C=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2)=C1
Compound_2325,Dual specificity protein kinase CLK4,Kinase,BrC1=C(Br)C=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=CC=N2)=C1
Compound_2326,Dual specificity protein kinase CLK4,Kinase,BrC1=CC(Br)=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2)=C1
Compound_2331,Arylamine N-acetyltransferase 1,Transferases,O=C1C(NS(C2=CC=CC=C2)(=O)=O)=C(C3=CC=CC=C3)C(C4=C1C=CC=C4)=O
Compound_2338,Dual specificity protein kinase CLK4,Kinase,ClC(C(F)=C1)=CC=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2
Compound_2342,Lysine-specific demethylase 4D-like,Other,IC1=C(C2=NC=CC=C2C(Cl)=C1)O
Compound_2342,Heat shock protein HSP 90-alpha,Other,IC1=C(C2=NC=CC=C2C(Cl)=C1)O
Compound_2344,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC4=C(C(NCC5=CC=CC=C5)=N3)C=CC=C4OC
Compound_2361,Dual specificty protein kinase CLK1,Kinase,ClC(C(Cl)=C1)=CC=C1CNC2=NC=CC(C3=CC=C(OC)C=C3)=N2
Compound_2395,Monoamine oxidase B,Oxidoreductases,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC=C(O)C=C2
Compound_2395,Tumor necrosis factor receptor R1,Other,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC=C(O)C=C2
Compound_2395,Monoamine oxidase B,Oxidoreductases,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC=C(O)C=C2
Compound_2395,Monoamine oxidase B,Oxidoreductases,O=C(/C=C/C1=CC=C(OC)C=C1)C2=CC=C(O)C=C2
Compound_2397,Dual specificity protein kinase CLK4,Kinase,FC1=C(F)C(F)=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2)=C1
Compound_2400,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC(C(F)(F)F)=CC=C3)=O)=C2
Compound_2400,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC(C(F)(F)F)=CC=C3)=O)=C2
Compound_2400,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC(C(F)(F)F)=CC=C3)=O)=C2
Compound_2400,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC(C)=C1)NC2=CC=CC(NC(C3=CC(C(F)(F)F)=CC=C3)=O)=C2
Compound_2409,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C1C(NC2=CC=C(Cl)C=C2)=C(N3CCCC3)C(C4=C1C=CC=C4)=O
Compound_2421,Dual specificity protein kinase CLK4,Kinase,ClC(C(Cl)=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_2421,Dual specificty protein kinase CLK1,Kinase,ClC(C(Cl)=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_2421,Dual specificty protein kinase CLK1,Kinase,ClC(C(Cl)=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_2421,Dual specificity protein kinase CLK4,Kinase,ClC(C(Cl)=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_2421,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C(Cl)=C1)=CC=C1CNC2=NC=CC(C3=CC(OCO4)=C4C=C3)=N2
Compound_2422,Cytochrome P450 1A2,Oxidoreductases,ClC(C=C1)=CC=C1CNC2=NC(C3=CC=CN=C3)=NC=C2
Compound_2425,Putative hexokinase HKDC1,Kinase,O=C(C=C1NC2=CC=CC=C2)C3=CC=CC=C3C1=O
Compound_2440,Potassium channel subfamily K member 9,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2440,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2440,Potassium channel subfamily K member 9,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2440,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2440,Potassium channel subfamily K member 9,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2440,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2440,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_2444,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C(C)(C)C)=NC4=CC(C5=CC=CC=C5)=NN34
Compound_2456,Kappa opioid receptor,GPCR,O=S(C1=CC=CC=C1)(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=C(OC)C=C3)=O)C=C2)=O
Compound_2456,Kappa opioid receptor,GPCR,O=S(C1=CC=CC=C1)(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=C(OC)C=C3)=O)C=C2)=O
Compound_2464,Dual specificity protein kinase CLK4,Kinase,CC(N=C1)=CC=C1CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2
Compound_2476,Histamine H1 receptor,GPCR,OC(C1=CC=CC=C1)(C2CCN(CCCC(O)C3=CC=CC=C3)CC2)C4=CC=CC=C4
Compound_2497,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCCO4)C4=C3)=CC=N2
Compound_2497,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCCO4)C4=C3)=CC=N2
Compound_2497,Dual specificty protein kinase CLK1,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCCO4)C4=C3)=CC=N2
Compound_2497,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCCO4)C4=C3)=CC=N2
Compound_2497,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,ClC(C=C1)=C(Cl)C=C1CNC2=NC(C3=CC=C(OCCO4)C4=C3)=CC=N2
Compound_2498,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2498,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2498,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2498,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2498,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2498,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2498,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC(C)=CC=C2)=O)=C1)C3=C(OC(F)(F)F)C=CC=C3
Compound_2532,Kappa opioid receptor,GPCR,O=S(C1=CC=C(CC)C=C1)(NCC2=CC=C(C(NCCN(CC3=CC=CC=C3)CC4=CC=CC=C4)=O)C=C2)=O
Compound_2543,Niemann-Pick C1 protein,Other,COC1=CC=C2C(C=NC(C3=CC=C(OC)C=C3)=C2)=C1
Compound_2552,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(C1=CC=C(NC(C2=CC=CC=C2)=O)C=C1)O
Compound_2565,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(C1=CC=C(F)C=C1)NC2=CC=C(C3=NC4=C(C=C(C)C=C4)S3)C=C2
Compound_2591,Carbonic anhydrase IX,Lyases,COC(C=CC=C1)=C1C2CC(C3=CC=CC=C3)=NN2C4=CC=C(S(=O)(N)=O)C=C4
Compound_2592,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2592,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2592,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2592,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2592,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2592,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2592,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=C(OC)C=CC=C3
Compound_2608,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=CC=C2)SC3=C1C=CC([N+]([O-])=O)=C3
